"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","11 Mar 2020 14:03:43 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
11-03 14:32:01,10.363,1.554,73.575,14.508,0,2954227712,107724800,170528768,933376000,12100,4320,0,819200,0,46,1369,2314,0.490,1.050,1.350,0,1,0,0,0,24,187,0,7,0
11-03 14:32:02,6.599,2.030,27.919,63.452,0,2954477568,107151360,170532864,933679104,7932,4320,249856,720896,27,130,1347,2181,0.490,1.050,1.350,0,1,3,0,0,24,187,0,4,0
11-03 14:32:03,6.186,1.546,85.052,6.701,0.515,2954489856,107118592,170536960,933695488,11543,4320,0,110592,0,20,1204,2094,0.490,1.050,1.350,0,0,0,0,0,24,187,0,4,0
11-03 14:32:04,7.107,2.030,90.863,0,0,2954510336,107085824,170536960,933707776,12006,4306,0,0,0,0,1250,2146,0.490,1.050,1.350,0,0,0,0,0,24,187,0,3,0
11-03 14:32:05,6.186,1.546,92.268,0,0,2954563584,107020288,170536960,933720064,7865,3942,0,0,0,0,1156,2085,0.490,1.050,1.350,0,0,0,0,0,24,187,0,3,0
11-03 14:32:06,9.184,3.571,87.245,0,0,2954346496,107208704,170536960,933748736,10146,4374,0,0,0,0,1287,2218,0.450,1.030,1.340,1,0,2,0,0,24,187,0,3,0
11-03 14:32:07,9.045,2.513,86.935,1.005,0.503,2954424320,107118592,170536960,933761024,10687,4320,0,49152,0,3,1295,2248,0.450,1.030,1.340,2,0,0,0,0,24,187,0,3,0
11-03 14:32:08,6.186,0.515,92.784,0.515,0,2954403840,107118592,170536960,933781504,7822,4320,0,40960,0,4,1176,2084,0.450,1.030,1.340,0,0,0,0,0,24,187,0,3,0
11-03 14:32:09,6.091,2.030,91.878,0,0,2954428416,107085824,170536960,933789696,7672,3888,0,0,0,0,1182,1991,0.450,1.030,1.340,0,1,0,0,0,24,187,0,3,0
11-03 14:32:10,6.566,1.010,88.384,3.535,0.505,2954305536,107184128,170536960,933814272,11566,4320,0,299008,0,17,1185,2067,0.450,1.030,1.340,0,0,0,0,0,24,187,0,3,0
11-03 14:32:11,8.205,1.538,89.231,1.026,0,2954358784,107118592,170536960,933826560,6932,3888,0,53248,0,6,1237,2183,0.410,1.010,1.330,0,0,0,0,0,24,187,0,3,0
11-03 14:32:12,10.714,2.041,84.184,2.551,0.510,2954371072,107085824,170541056,933842944,9383,4320,0,94208,0,9,1319,2459,0.410,1.010,1.330,0,0,0,0,0,24,187,0,3,0
11-03 14:32:13,7.732,1.546,90.722,0,0,2954387456,107053056,170541056,933859328,8315,3888,0,0,0,0,1291,2282,0.410,1.010,1.330,0,0,0,0,0,24,187,0,3,0
11-03 14:32:14,5.612,2.041,88.776,3.571,0,2954199040,107216896,170549248,933875712,8298,4320,0,327680,0,17,1155,2080,0.410,1.010,1.330,1,0,0,0,0,24,187,0,3,0
11-03 14:32:15,6.030,3.015,88.442,2.010,0.503,2954285056,107118592,170553344,933883904,7239,3888,0,53248,0,6,1204,2198,0.410,1.010,1.330,0,0,0,0,0,24,187,0,3,0
11-03 14:32:16,5.584,2.030,92.386,0,0,2954305536,107077632,170553344,933904384,7328,4320,0,0,0,0,1211,2249,0.380,0.990,1.320,2,0,2,0,0,24,187,0,3,0
11-03 14:32:17,7.035,2.513,89.950,0,0.503,2954153984,107216896,170553344,933916672,8063,4212,0,0,0,0,1197,2120,0.380,0.990,1.320,2,0,0,0,0,24,187,0,3,0
11-03 14:32:18,6.599,2.030,90.355,1.015,0,2954166272,107184128,170557440,933933056,6439,3996,0,36864,0,3,1180,2189,0.380,0.990,1.320,0,0,0,0,0,24,187,0,3,0
11-03 14:32:19,6.091,2.030,91.878,0,0,2954252288,107085824,170557440,933945344,7223,4320,0,0,0,0,1216,2175,0.380,0.990,1.320,0,0,0,0,0,24,187,0,3,0
11-03 14:32:20,4.124,1.546,89.691,4.124,0.515,2954256384,107053056,170565632,933965824,9352,4320,0,192512,0,15,1248,2227,0.380,0.990,1.320,0,0,0,0,0,24,187,0,3,0
11-03 14:32:21,6.633,1.020,90.306,2.041,0,2954117120,107184128,170565632,933974016,9656,3834,0,53248,0,6,1186,2176,0.350,0.980,1.320,2,0,0,0,0,24,187,0,3,0
11-03 14:32:22,7.921,2.475,89.604,0,0,2954133504,107151360,170565632,933990400,7028,4374,0,0,0,0,1308,2291,0.350,0.980,1.320,1,0,0,0,0,24,187,0,3,0
11-03 14:32:23,6.154,1.538,92.308,0,0,2954084352,107184128,170565632,934006784,11855,3958,0,0,0,0,1229,2186,0.350,0.980,1.320,0,0,0,0,0,24,187,0,3,0
11-03 14:32:24,5.584,2.030,91.878,0,0.508,2954067968,107184128,170565632,934023168,10794,4320,0,0,0,0,1245,2155,0.350,0.980,1.320,0,0,0,0,0,24,187,0,3,0
11-03 14:32:25,5.670,2.062,92.268,0,0,2954125312,107118592,170565632,934031360,6498,3888,0,0,0,0,1171,2116,0.350,0.980,1.320,0,0,0,0,0,24,187,0,3,0
11-03 14:32:26,6.566,2.020,90.404,0.505,0.505,2954395648,106823680,170569728,934051840,8851,4362,0,28672,0,2,1234,2218,0.400,0.980,1.310,0,0,2,0,0,24,187,0,3,0
11-03 14:32:27,8.586,1.515,89.394,0,0.505,2954248192,106962944,170569728,934060032,7805,3888,0,0,0,0,1141,2096,0.400,0.980,1.310,0,0,0,0,0,24,187,0,3,0
11-03 14:32:28,7.576,2.020,87.879,2.525,0,2954256384,106930176,170573824,934080512,6880,4320,0,45056,0,3,1167,2223,0.400,0.980,1.310,0,0,0,0,0,24,187,0,3,0
11-03 14:32:29,5.208,1.562,93.229,0,0,2954375168,106799104,170573824,934092800,7037,4320,0,0,0,0,1125,2009,0.400,0.980,1.310,1,0,0,0,0,24,187,0,3,0
11-03 14:32:30,8.500,1.500,84,5.500,0.500,2954186752,106962944,170577920,934113280,6654,4320,0,208896,0,15,1167,2147,0.400,0.980,1.310,0,0,0,0,0,24,187,0,3,0
11-03 14:32:31,6.218,1.036,89.637,2.073,1.036,2954272768,106864640,170577920,934125568,6884,4320,0,49152,0,6,1198,2082,0.370,0.960,1.310,0,0,0,0,0,24,187,0,3,0
11-03 14:32:32,4.639,1.546,93.814,0,0,2954260480,106864640,170577920,934137856,7363,4320,0,0,0,0,1042,1976,0.370,0.960,1.310,1,0,0,0,0,24,187,0,3,0
11-03 14:32:33,5.181,1.554,78.756,14.508,0,2954309632,106799104,170577920,934154240,8739,4320,0,323584,0,59,1152,2067,0.370,0.960,1.310,0,1,0,0,0,24,187,0,3,0
11-03 14:32:34,7.692,0.513,56.410,35.385,0,2954162176,106930176,170577920,934170624,6958,3888,0,1417216,0,158,1343,2112,0.370,0.960,1.310,0,0,0,0,0,24,187,0,3,0
11-03 14:32:35,6.186,2.062,82.990,7.732,1.031,2954244096,106831872,170577920,934187008,7729,4320,0,61440,0,1,1231,2029,0.370,0.960,1.310,1,2,2,0,0,24,187,0,3,0
11-03 14:32:36,9.744,2.051,87.179,1.026,0,2954108928,106930176,170582016,934219776,8199,4320,0,176128,0,37,1357,2329,0.340,0.950,1.300,1,0,1,0,0,24,187,0,4,0
11-03 14:32:37,9.694,1.020,87.755,1.020,0.510,2954121216,106901504,170590208,934227968,7045,4320,0,45056,0,3,1280,2234,0.340,0.950,1.300,0,0,1,0,0,24,187,0,3,0
11-03 14:32:38,5.699,0.518,92.746,1.036,0,2954137600,106868736,170590208,934244352,7248,3930,0,36864,0,3,1161,2155,0.340,0.950,1.300,0,0,0,0,0,24,187,0,3,0
11-03 14:32:39,6.122,1.531,92.347,0,0,2954219520,106770432,170590208,934260736,8090,4320,0,12288,0,1,1095,2066,0.340,0.950,1.300,2,0,0,0,0,24,187,0,3,0
11-03 14:32:40,6.633,1.531,88.776,3.061,0,2954203136,106737664,170594304,934305792,10299,4320,0,311296,0,18,1196,2233,0.340,0.950,1.300,0,0,0,0,0,24,187,0,3,0
11-03 14:32:41,9.045,2.010,85.930,2.513,0.503,2954084352,106835968,170598400,934322176,7151,4458,0,81920,0,9,1246,2261,0.310,0.930,1.290,1,0,0,0,0,24,187,0,3,0
11-03 14:32:42,11.399,1.036,85.492,2.073,0,2954059776,106835968,170606592,934338560,7316,4158,0,98304,0,9,1361,2423,0.310,0.930,1.290,0,0,0,0,0,24,187,0,3,0
11-03 14:32:43,8.629,1.015,89.340,0,1.015,2954055680,106676224,170606592,934502400,10214,4320,0,0,0,0,1330,2227,0.310,0.930,1.290,1,0,0,0,0,24,187,0,3,0
11-03 14:32:44,6.533,2.513,87.437,3.518,0,2953994240,106676224,170606592,934563840,7455,4320,0,331776,0,17,1229,2170,0.310,0.930,1.290,0,0,0,0,0,24,187,0,3,0
11-03 14:32:45,7.107,1.523,89.848,1.523,0,2953879552,106774528,170606592,934580224,8183,3888,0,57344,0,6,1198,2191,0.310,0.930,1.290,1,0,0,0,0,24,187,0,4,0
11-03 14:32:46,5.155,1.031,93.299,0,0.515,2953932800,106708992,170606592,934592512,7483,4320,0,0,0,0,1169,2146,0.290,0.910,1.280,2,0,0,0,0,24,187,0,4,0
11-03 14:32:47,6.061,2.525,91.414,0,0,2954072064,106553344,170606592,934608896,12866,3888,0,0,0,0,1166,2148,0.290,0.910,1.280,1,0,2,0,0,24,187,0,3,0
11-03 14:32:48,7.576,1.515,90.404,0.505,0,2954121216,106487808,170606592,934625280,8538,4320,0,36864,0,3,1231,2205,0.290,0.910,1.280,1,0,0,0,0,24,187,0,3,0
11-03 14:32:49,6.122,2.041,91.327,0,0.510,2954211328,106389504,170606592,934633472,7121,3930,0,0,0,0,1158,2133,0.290,0.910,1.280,1,0,0,0,0,24,187,0,3,0
11-03 14:32:50,5.670,1.546,89.691,3.093,0,2954022912,106553344,170610688,934653952,7584,4320,0,196608,0,15,1182,2233,0.290,0.910,1.280,0,0,0,0,0,24,187,0,3,0
11-03 14:32:51,5.102,2.551,90.816,1.531,0,2954067968,106487808,170618880,934666240,7166,3888,0,53248,0,6,1229,2181,0.260,0.900,1.280,0,0,0,0,0,24,187,0,3,0
11-03 14:32:52,6.599,2.030,90.863,0,0.508,2954080256,106455040,170618880,934686720,7730,4212,0,0,0,0,1240,2100,0.260,0.900,1.280,2,0,0,0,0,24,187,0,3,0
11-03 14:32:53,7.500,1.500,90.500,0,0.500,2954072064,106455040,170618880,934694912,7956,4428,0,0,0,0,1199,2049,0.260,0.900,1.280,3,0,0,0,0,24,187,0,3,0
11-03 14:32:54,5.500,3,91,0,0.500,2953957376,106553344,170618880,934711296,7829,4158,0,0,0,0,1175,2200,0.260,0.900,1.280,4,0,0,0,0,24,187,0,3,0
11-03 14:32:55,6.599,1.523,91.878,0,0,2954006528,106487808,170618880,934727680,8374,4050,0,0,0,0,1119,2122,0.260,0.900,1.280,1,0,0,0,0,24,187,0,3,0
11-03 14:32:56,7.107,2.030,89.848,1.015,0,2954055680,106422272,170618880,934744064,8152,4320,0,28672,0,2,1203,2195,0.240,0.880,1.270,3,0,0,0,0,24,187,0,3,0
11-03 14:32:57,8.629,3.046,87.817,0,0.508,2954792960,143638528,163688448,904089600,8195,4320,0,0,0,0,1229,2240,0.240,0.880,1.270,0,0,2,0,0,24,187,0,3,0
11-03 14:32:58,7.692,1.538,90.256,0.513,0,2954608640,143802368,163688448,904110080,8212,4266,0,36864,0,3,1239,2201,0.240,0.880,1.270,0,0,0,0,0,24,187,0,3,0
11-03 14:32:59,5.612,1.531,92.347,0,0.510,2954661888,143736832,163688448,904122368,7156,4320,0,0,0,0,1167,2159,0.240,0.880,1.270,0,0,0,0,0,24,187,0,3,0
11-03 14:33:00,6.122,1.531,89.796,2.551,0,2954641408,143736832,163688448,904142848,9404,3942,0,196608,0,15,1180,2216,0.240,0.880,1.270,0,0,0,0,0,24,187,0,3,0
11-03 14:33:01,10.256,2.564,87.179,0,0,2954629120,143736832,163688448,904155136,10915,4320,0,0,0,0,1275,2353,0.220,0.870,1.260,2,0,0,0,0,24,187,0,3,0
11-03 14:33:02,7.143,1.531,89.286,2.041,0,2954502144,143835136,163696640,904175616,7468,4266,0,53248,0,6,1217,2155,0.220,0.870,1.260,1,0,0,0,0,24,187,0,3,0
11-03 14:33:03,7.179,2.051,90.256,0,0.513,2954518528,143802368,163696640,904192000,14860,4374,0,0,0,0,1302,2176,0.220,0.870,1.260,0,0,0,0,0,24,187,0,3,0
11-03 14:33:04,3.684,1.579,94.737,0,0,2954596352,143708160,163696640,904208384,8495,4414,0,0,0,0,1255,2236,0.220,0.870,1.260,0,0,0,0,0,24,187,0,3,0
11-03 14:33:05,6.633,1.531,60.204,31.633,0,2954817536,143478784,163696640,904216576,8033,3888,0,995328,0,85,1375,2205,0.220,0.870,1.260,0,2,0,0,0,24,187,0,3,0
11-03 14:33:06,9.596,1.010,71.212,17.677,0.505,2954690560,143511552,163696640,904310784,8319,4320,65536,512000,1,108,1530,2259,0.280,0.870,1.260,0,0,0,0,0,24,187,0,4,0
11-03 14:33:07,7.254,1.554,89.119,2.073,0,2954833920,143257600,163704832,904413184,7821,4320,86016,81920,2,3,1315,2367,0.280,0.870,1.260,0,0,2,0,0,24,187,0,4,0
11-03 14:33:08,7.538,3.015,87.940,1.005,0.503,2954682368,143388672,163704832,904433664,6939,3888,0,36864,0,3,1270,2164,0.280,0.870,1.260,0,0,0,0,0,24,187,0,3,0
11-03 14:33:09,4.712,3.141,90.576,0,1.571,2954706944,143355904,163704832,904441856,7749,4662,0,0,0,0,1247,2108,0.280,0.870,1.260,1,0,0,0,0,24,187,0,3,0
11-03 14:33:10,23,4,65,6.500,1.500,2954711040,143224832,163713024,904560640,15961,8911,0,405504,0,27,1593,2732,0.280,0.870,1.260,0,0,0,0,0,24,187,0,5,0
11-03 14:33:11,6.154,1.538,89.744,1.538,1.026,2954698752,143224832,163713024,904572928,9620,3996,0,77824,0,7,1313,2257,0.260,0.860,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:12,8.808,2.073,84.456,4.663,0,2954846208,142905344,163725312,904732672,7958,4212,0,512000,0,23,1405,2520,0.260,0.860,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:13,6.633,2.041,89.286,2.041,0,2954735616,143003648,163725312,904744960,8497,3888,0,53248,0,6,1253,2312,0.260,0.860,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:14,8.081,1.515,87.374,3.030,0,2954678272,142970880,163733504,904826880,6927,4320,0,327680,0,16,1195,2250,0.260,0.860,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:15,8.458,0.995,88.060,1.990,0.498,2954731520,142905344,163733504,904839168,7715,4320,0,53248,0,6,1297,2297,0.260,0.860,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:16,6.633,1.020,92.347,0,0,2954747904,142872576,163733504,904855552,8408,3888,0,0,0,0,1267,2185,0.240,0.840,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:17,7.179,1.538,90.769,0,0.513,2954657792,142815232,163733504,905003008,8104,4320,0,0,0,0,1236,2184,0.240,0.840,1.250,0,0,2,0,0,24,187,0,5,0
11-03 14:33:18,6.599,2.030,89.848,1.015,0.508,2954706944,142749696,163733504,905019392,9065,3888,0,36864,0,3,1251,2156,0.240,0.840,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:19,6.186,2.062,91.753,0,0,2954584064,142749696,163733504,905142272,7965,4320,110592,0,5,0,1273,2156,0.240,0.840,1.250,0,0,0,0,0,24,187,0,5,0
11-03 14:33:20,5.641,2.051,87.179,3.590,1.538,2954629120,142651392,163737600,905191424,7460,3888,0,196608,0,15,1190,2062,0.240,0.840,1.250,1,0,0,0,0,24,187,0,5,0
11-03 14:33:21,7.576,2.020,89.394,1.010,0,2954645504,142618624,163741696,905203712,8415,4320,0,61440,0,6,1288,2230,0.220,0.830,1.240,1,0,0,0,0,24,187,0,5,0
11-03 14:33:22,5.612,1.531,92.857,0,0,2954498048,142749696,163741696,905220096,7025,3888,0,0,0,0,1200,2094,0.220,0.830,1.240,0,0,0,0,0,24,187,0,5,0
11-03 14:33:23,6.667,1.026,92.308,0,0,2954485760,142749696,163741696,905232384,9195,4320,0,0,0,0,1238,2167,0.220,0.830,1.240,0,0,0,0,0,24,187,0,5,0
11-03 14:33:24,5.155,2.062,92.268,0,0.515,2954592256,142622720,163741696,905252864,10452,4320,0,0,0,0,1273,2156,0.220,0.830,1.240,1,0,0,0,0,24,187,0,5,0
11-03 14:33:25,6.736,1.036,92.228,0,0,2954645504,142557184,163741696,905265152,8716,4320,0,0,0,0,1240,2160,0.220,0.830,1.240,0,0,0,0,0,24,187,0,5,0
11-03 14:33:26,6.186,2.577,90.206,0.515,0.515,2954625024,142557184,163741696,905285632,8930,4320,0,28672,0,2,1278,2128,0.200,0.810,1.230,0,0,0,0,0,24,187,0,5,0
11-03 14:33:27,7.692,1.026,90.769,0,0.513,2954776576,142397440,163741696,905293824,8793,4362,0,0,0,0,1298,2285,0.200,0.810,1.230,1,0,2,0,0,24,187,0,5,0
11-03 14:33:28,6.566,2.020,89.899,1.515,0,2954629120,142528512,163741696,905310208,7693,3888,0,36864,0,3,1197,2184,0.200,0.810,1.230,2,0,0,0,0,24,187,0,5,0
11-03 14:33:29,7.960,1.990,89.552,0,0.498,2954608640,142528512,163741696,905330688,10849,4320,0,0,0,0,1222,2137,0.200,0.810,1.230,0,0,0,0,0,24,187,0,5,0
11-03 14:33:30,5.155,2.062,90.206,2.062,0.515,2954674176,142430208,163741696,905363456,9165,4320,0,200704,0,15,1205,2115,0.200,0.810,1.230,0,0,0,0,0,24,187,0,5,0
11-03 14:33:31,6.091,2.030,90.355,1.523,0,2954731520,142356480,163741696,905371648,7617,3888,0,53248,0,6,1191,2179,0.190,0.800,1.230,0,0,0,0,0,24,187,0,5,0
11-03 14:33:32,6.122,1.020,92.347,0,0.510,2954547200,142520320,163741696,905392128,7164,4320,0,0,0,0,1175,2093,0.190,0.800,1.230,0,0,0,0,0,24,187,0,5,0
11-03 14:33:33,7.143,1.531,90.816,0,0.510,2954604544,142454784,163741696,905400320,9475,4320,0,0,0,0,1243,2198,0.190,0.800,1.230,1,0,0,0,0,24,187,0,5,0
11-03 14:33:34,5.181,1.554,93.264,0,0,2954485760,142553088,163741696,905420800,11191,3888,0,0,0,0,1205,2134,0.190,0.800,1.230,0,0,0,0,0,24,187,0,5,0
11-03 14:33:35,7.538,2.513,89.447,0,0.503,2954571776,142454784,163741696,905433088,7768,4320,0,0,0,0,1202,2107,0.190,0.800,1.230,1,0,0,0,0,24,187,0,5,0
11-03 14:33:36,10.606,1.515,87.374,0,0.505,2954543104,142454784,163741696,905461760,7271,3888,0,0,0,0,1208,2175,0.170,0.790,1.220,2,0,0,0,0,24,187,0,5,0
11-03 14:33:37,8.543,3.518,49.246,38.693,0,2954944512,142032896,163749888,905474048,8047,4320,0,1429504,0,125,1390,2386,0.170,0.790,1.220,0,1,2,0,0,24,187,0,5,0
11-03 14:33:38,6.566,1.010,76.263,15.657,0.505,2954567680,142393344,163749888,905490432,7666,3888,0,491520,0,93,1368,2236,0.170,0.790,1.220,1,0,0,0,0,24,187,0,5,0
11-03 14:33:39,5.208,1.042,93.750,0,0,2954551296,142393344,163749888,905506816,8504,4374,0,0,0,0,1244,2217,0.170,0.790,1.220,1,0,0,0,0,24,187,0,5,0
11-03 14:33:40,6.633,1.531,89.286,2.551,0,2954584064,142295040,163753984,905568256,8266,4308,0,249856,0,12,1222,2167,0.170,0.790,1.220,0,1,0,0,0,24,187,0,5,0
11-03 14:33:41,6.599,1.523,90.355,1.015,0.508,2954530816,142327808,163753984,905588736,9511,3888,0,53248,0,6,1271,2244,0.160,0.770,1.210,0,0,0,0,0,24,187,0,5,0
11-03 14:33:42,10.256,1.538,84.615,3.590,0,2954551296,142295040,163770368,905584640,7598,4320,0,143360,0,15,1386,2458,0.160,0.770,1.210,4,0,0,0,0,24,187,0,5,0
11-03 14:33:43,5.128,2.564,92.308,0,0,2954354688,142458880,163770368,905617408,10456,4320,0,81920,0,3,1259,2196,0.160,0.770,1.210,0,0,0,0,0,24,187,0,5,0
11-03 14:33:44,6.566,2.020,86.869,3.535,1.010,2954440704,142266368,163782656,905711616,9577,4212,0,323584,0,17,1220,2187,0.160,0.770,1.210,0,0,0,0,0,24,187,0,5,0
11-03 14:33:45,6.667,1.026,90.769,1.538,0,2954416128,142266368,163786752,905732096,9083,3996,0,53248,0,6,1271,2241,0.160,0.770,1.210,1,0,0,0,0,24,187,0,6,0
11-03 14:33:46,5.128,1.026,93.333,0,0.513,2954633216,142041088,163786752,905740288,8434,4320,0,0,0,0,1212,2124,0.140,0.760,1.210,1,0,0,0,0,24,187,0,6,0
11-03 14:33:47,5.759,1.047,93.194,0,0,2954584064,141017088,163786752,906805248,9152,4320,0,0,0,0,1263,2235,0.140,0.760,1.210,0,0,2,0,0,24,187,0,5,0
11-03 14:33:48,7.143,2.041,89.796,1.020,0,2954661888,140922880,163786752,906821632,9270,4320,0,36864,0,3,1315,2190,0.140,0.760,1.210,1,0,0,0,0,24,187,0,5,0
11-03 14:33:49,6.154,2.051,91.282,0,0.513,2954547200,141021184,163786752,906838016,7830,4320,0,0,0,0,1235,2056,0.140,0.760,1.210,0,0,0,0,0,24,187,0,5,0
11-03 14:33:50,6.154,1.538,90.256,2.051,0,2954575872,140955648,163794944,906866688,7285,4092,0,192512,0,15,1161,2078,0.140,0.760,1.210,0,0,0,0,0,24,187,0,5,0
11-03 14:33:51,6.154,1.538,88.205,4.103,0,2954559488,140955648,163794944,906883072,8375,4158,0,57344,0,6,1243,2148,0.210,0.760,1.210,1,0,0,0,0,24,187,0,5,0
11-03 14:33:52,5.128,1.538,92.821,0,0.513,2954612736,140890112,163794944,906895360,8463,4320,0,0,0,0,1212,2076,0.210,0.760,1.210,0,0,0,0,0,24,187,0,5,0
11-03 14:33:53,3.684,2.105,94.211,0,0,2954428416,141053952,163794944,906915840,7269,4320,0,0,0,0,1203,2132,0.210,0.760,1.210,0,0,0,0,0,24,187,0,5,0
11-03 14:33:54,7.692,1.026,91.282,0,0,2954514432,140955648,163794944,906928128,7193,4320,0,0,0,0,1191,2084,0.210,0.760,1.210,1,0,0,0,0,24,187,0,5,0
11-03 14:33:55,6.667,2.051,91.282,0,0,2954686464,140636160,163794944,907075584,7818,4320,0,0,0,0,1275,2167,0.210,0.760,1.210,1,0,0,0,0,24,187,0,5,0
11-03 14:33:56,7.035,2.513,89.447,0.503,0.503,2954670080,140636160,163794944,907091968,8364,4320,0,40960,0,2,1232,2073,0.200,0.750,1.200,0,0,0,0,0,24,187,0,5,0
11-03 14:33:57,7.179,1.538,91.282,0,0,2954772480,140513280,163794944,907112448,7227,3888,0,0,0,0,1234,2240,0.200,0.750,1.200,0,0,2,0,0,24,187,0,5,0
11-03 14:33:58,6.122,1.531,91.327,1.020,0,2954887168,140382208,163799040,907124736,12786,4320,0,36864,0,3,1281,2222,0.200,0.750,1.200,1,0,0,0,0,24,187,0,5,0
11-03 14:33:59,5.155,1.031,93.299,0,0.515,2954903552,140349440,163799040,907141120,8699,4050,0,0,0,0,1185,2150,0.200,0.750,1.200,0,0,0,0,0,24,187,0,5,0
11-03 14:34:00,5.612,2.041,88.776,3.571,0,2954702848,140513280,163803136,907173888,7808,4158,0,192512,0,15,1126,2146,0.200,0.750,1.200,3,0,0,0,0,24,187,0,5,0
11-03 14:34:01,10.606,2.525,86.869,0,0,2954752000,140447744,163803136,907190272,9182,4320,0,0,0,0,1287,2386,0.180,0.740,1.190,0,0,0,0,0,24,187,0,5,0
11-03 14:34:02,5.181,1.036,92.228,1.554,0,2954768384,140414976,163807232,907202560,9755,4320,0,61440,0,6,1155,2168,0.180,0.740,1.190,1,0,0,0,0,24,187,0,5,0
11-03 14:34:03,8.824,1.961,82.843,5.882,0.490,2954743808,140349440,163807232,907292672,9196,3888,77824,131072,3,26,1230,2172,0.180,0.740,1.190,1,0,0,0,0,24,187,0,5,0
11-03 14:34:04,8.543,1.508,89.950,0,0,2954723328,140349440,163807232,907313152,8279,4414,0,0,0,0,1236,2253,0.180,0.740,1.190,1,0,0,0,0,24,187,0,5,0
11-03 14:34:05,5.612,1.531,92.857,0,0,2954575872,140353536,163807232,907456512,8245,4320,0,0,0,0,1158,2102,0.180,0.740,1.190,0,0,0,0,0,24,187,0,5,0
11-03 14:34:06,14.213,2.030,83.249,0,0.508,2954559488,140353536,163807232,907472896,7983,3888,0,0,0,0,1242,2225,0.250,0.740,1.190,0,0,0,0,0,24,187,0,7,0
11-03 14:34:07,8.333,2.083,87.500,1.042,1.042,2954883072,140001280,163807232,907501568,6568,3834,0,45056,0,3,1236,2232,0.250,0.740,1.190,1,0,2,0,0,24,187,0,6,0
11-03 14:34:08,6.667,2.051,84.103,7.179,0,2954801152,140066816,163811328,907513856,6326,4374,0,81920,0,13,1244,2141,0.250,0.740,1.190,3,1,0,0,0,24,187,0,6,0
11-03 14:34:09,8.040,1.005,42.714,46.734,1.508,2954878976,139968512,163811328,907534336,9112,4266,0,1437696,0,158,1427,2204,0.250,0.740,1.190,0,1,0,0,0,24,187,0,6,0
11-03 14:34:10,14.796,3.571,69.388,11.735,0.510,2954743808,139845632,163831808,907771904,13070,7403,24576,557056,1,52,1484,2728,0.250,0.740,1.190,0,0,0,0,0,24,188,0,7,0
11-03 14:34:11,6.122,2.041,91.327,0,0.510,2954821632,139747328,163831808,907792384,8581,4104,0,0,0,0,1307,2249,0.230,0.730,1.180,0,0,0,0,0,24,188,0,5,0
11-03 14:34:12,9.948,2.094,81.675,5.759,0.524,2954706944,139689984,163840000,907956224,19529,6860,0,552960,0,23,1428,2513,0.230,0.730,1.180,3,0,0,0,0,24,188,0,5,0
11-03 14:34:13,7.692,2.051,89.744,0,0.513,2954899456,139460608,163840000,907993088,20912,6821,0,0,0,0,1360,2325,0.230,0.730,1.180,1,0,0,0,0,24,188,0,5,0
11-03 14:34:14,8.040,2.513,84.422,4.523,0.503,2955124736,139112448,163844096,908111872,76361,7286,0,348160,0,17,1330,2371,0.230,0.730,1.180,0,0,1,0,0,24,187,0,5,0
11-03 14:34:15,6.633,2.041,89.796,1.531,0,2955124736,139079680,163848192,908140544,7606,4050,0,53248,0,6,1249,2240,0.230,0.730,1.180,0,0,0,0,0,24,187,0,5,0
11-03 14:34:16,7.107,2.030,90.863,0,0,2954981376,139210752,163848192,908152832,11871,4320,0,0,0,0,1235,2137,0.210,0.720,1.180,1,0,0,0,0,24,187,0,5,0
11-03 14:34:17,6.667,2.051,90.769,0,0.513,2955055104,139116544,163848192,908173312,9753,4320,0,0,0,0,1210,2215,0.210,0.720,1.180,0,0,2,0,0,24,187,0,5,0
11-03 14:34:18,6.283,0.524,92.670,0.524,0,2955079680,139083776,163848192,908181504,8751,4320,0,36864,0,3,1189,2147,0.210,0.720,1.180,0,0,0,0,0,24,187,0,5,0
11-03 14:34:19,7.614,1.523,90.863,0,0,2955128832,139018240,163848192,908197888,10307,4921,0,0,0,0,1227,2177,0.210,0.720,1.180,0,0,0,0,0,24,188,0,5,0
11-03 14:34:20,7.035,2.010,86.935,3.518,0.503,2954973184,139018240,163852288,908349440,15194,4618,0,196608,0,15,1203,2151,0.210,0.720,1.180,0,0,0,0,0,24,187,0,5,0
11-03 14:34:21,6.122,2.551,89.286,1.531,0.510,2954919936,139051008,163856384,908365824,8807,4320,0,53248,0,6,1208,2171,0.190,0.700,1.170,0,0,0,0,0,24,187,0,5,0
