"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ubuntu",,,,"User:","ubuntu"
"Cmdline:","dstat -tcmndrylpg --tcp --output /tmp/devstack_logs/dstat-csv.log",,,,"Date:","13 Jan 2020 22:36:13 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",,"io/total",,"system",,"load avg",,,"procs",,,"paging",,"tcp sockets",,,,
13-01 23:22:08,6.633,1.531,91.327,0,0.510,3162562560,118624256,108953600,780435456,5011,2646,0,0,0,0,1172,2095,0.340,0.580,1.250,1,0,0,0,0,26,187,0,3,0
13-01 23:22:09,5.076,3.046,79.188,12.690,0,3162574848,118591488,108957696,780451840,5260,2430,0,290816,0,18,1173,2163,0.340,0.580,1.250,1,0,0,0,0,26,187,0,3,0
13-01 23:22:10,6.186,1.546,90.206,1.546,0.515,3162505216,118657024,108957696,780455936,5566,2430,0,57344,0,6,1158,2081,0.340,0.580,1.250,2,0,0,0,0,26,187,0,3,0
13-01 23:22:11,9.548,2.010,86.432,0.503,1.508,3162460160,118689792,108957696,780468224,4693,2430,0,487424,0,49,1189,1984,0.310,0.570,1.240,4,0,0,0,0,26,187,0,3,0
13-01 23:22:12,8,2,87,0,3,3162705920,118431744,108957696,780480512,7403,2524,0,0,0,0,1163,2118,0.310,0.570,1.240,2,0,2,0,0,26,187,0,3,0
13-01 23:22:13,11.330,2.463,86.207,0,0,3162759168,118366208,108957696,780492800,5969,2430,0,0,0,0,1166,2092,0.310,0.570,1.240,1,0,0,0,0,26,187,0,3,0
13-01 23:22:14,6.633,1.531,91.327,0,0.510,3162652672,118464512,108957696,780500992,6716,2700,0,0,0,0,1157,2046,0.310,0.570,1.240,1,0,0,0,0,26,187,0,3,0
13-01 23:22:15,10.448,1.990,85.572,1.493,0.498,3162611712,118366208,108957696,780640256,5211,2700,0,49152,0,2,1216,2086,0.310,0.570,1.240,1,0,0,0,0,26,187,0,3,0
13-01 23:22:16,6.771,1.562,91.146,0,0.521,3162537984,118431744,108957696,780648448,5213,2430,0,73728,0,1,1102,1994,0.290,0.560,1.240,3,0,0,0,0,26,187,0,3,0
13-01 23:22:17,10.500,1.500,86.500,1,0.500,3162423296,118530048,108961792,780660736,4609,2430,0,49152,0,3,1152,2093,0.290,0.560,1.240,3,0,0,0,0,26,187,0,3,0
13-01 23:22:18,7.071,2.525,89.394,0,1.010,3162640384,118304768,108961792,780668928,5502,2430,0,0,0,0,1079,1930,0.290,0.560,1.240,2,0,0,0,0,26,187,0,3,0
13-01 23:22:19,7.960,2.985,86.070,2.985,0,3162554368,118370304,108974080,780677120,4706,2430,0,200704,0,15,1245,2209,0.290,0.560,1.240,1,0,0,0,0,26,187,0,3,0
13-01 23:22:20,9.137,2.538,85.787,1.523,1.015,3162607616,118304768,108974080,780689408,6219,2700,0,53248,0,6,1220,2169,0.290,0.560,1.240,2,0,0,0,0,26,187,0,3,0
13-01 23:22:21,8.374,2.956,85.222,0,3.448,3162464256,118435840,108974080,780701696,5832,2160,0,8192,0,1,1133,1992,0.260,0.550,1.230,3,0,0,0,0,26,187,0,3,0
13-01 23:22:22,9.596,2.020,87.879,0,0.505,3162685440,118210560,108974080,780705792,5730,2430,0,0,0,0,1174,2064,0.260,0.550,1.230,1,0,2,0,0,26,187,0,3,0
13-01 23:22:23,10.500,3.500,85.500,0,0.500,3162599424,118267904,108974080,780726272,4284,2430,0,0,0,0,1150,2145,0.260,0.550,1.230,1,0,0,0,0,26,187,0,4,0
13-01 23:22:24,4.615,2.051,92.821,0,0.513,3162656768,118202368,108974080,780734464,6027,2700,0,0,0,0,1088,2028,0.260,0.550,1.230,1,0,0,0,0,26,187,0,4,0
13-01 23:22:25,9.950,1.990,87.065,0.995,0,3162542080,118300672,108978176,780746752,6839,2430,0,53248,0,2,1168,2123,0.260,0.550,1.230,1,0,0,0,0,26,187,0,3,0
13-01 23:22:26,8.500,3,66,22,0.500,3162537984,118169600,108978176,780881920,4529,2430,0,569344,0,78,1264,2176,0.320,0.560,1.230,2,1,0,0,0,26,187,0,3,0
13-01 23:22:27,7.614,1.523,56.345,34.518,0,3162357760,118333440,108978176,780898304,7531,2700,0,520192,0,104,1288,2296,0.320,0.560,1.230,3,0,0,0,0,26,187,0,3,0
13-01 23:22:28,6.030,3.015,90.452,0,0.503,3162517504,118169600,108978176,780902400,6786,2376,0,0,0,0,1067,2026,0.320,0.560,1.230,2,0,0,0,0,26,187,0,3,0
13-01 23:22:29,8.416,2.970,84.158,4.455,0,3162619904,118042624,108986368,780918784,4512,2214,0,299008,0,18,1116,2085,0.320,0.560,1.230,1,0,0,0,0,26,187,0,3,0
13-01 23:22:30,8.673,2.041,86.735,2.551,0,3162640384,118009856,108986368,780931072,5771,2700,0,36864,0,3,1150,2143,0.320,0.560,1.230,2,0,0,0,0,26,187,0,3,0
13-01 23:22:31,7.653,2.551,87.755,1.531,0.510,3162603520,118042624,108986368,780935168,6736,2160,0,57344,0,6,1220,2217,0.460,0.580,1.230,2,0,0,0,0,26,187,0,3,0
13-01 23:22:32,7.538,2.010,84.422,6.030,0,3162787840,117850112,108986368,780943360,5128,2430,0,196608,0,15,1233,2125,0.460,0.580,1.230,1,0,2,0,0,26,187,0,3,0
13-01 23:22:33,7.143,2.041,83.163,6.633,1.020,3162546176,117948416,108994560,781078528,4290,2430,4096,57344,1,6,1173,2112,0.460,0.580,1.230,1,0,0,0,0,26,187,0,3,0
13-01 23:22:34,9.548,2.010,87.437,1.005,0,3162607616,117882880,108994560,781082624,6031,2430,0,36864,0,3,1260,2209,0.460,0.580,1.230,1,0,0,0,0,26,187,0,3,0
13-01 23:22:35,9.091,1.515,89.394,0,0,3162558464,117915648,108994560,781099008,4700,2430,0,0,0,0,1224,2122,0.460,0.580,1.230,1,0,0,0,0,26,187,0,3,0
13-01 23:22:36,7.576,2.525,85.354,3.535,1.010,3162619904,117850112,108994560,781103104,6245,2430,0,192512,0,15,1252,2120,0.420,0.570,1.230,2,0,0,0,0,26,187,0,3,0
13-01 23:22:37,10.553,3.518,82.412,2.010,1.508,3162468352,117981184,108998656,781119488,6977,2430,0,126976,0,20,1387,2280,0.420,0.570,1.230,1,0,0,0,0,26,187,0,3,0
13-01 23:22:38,8.081,1.010,90.404,0,0.505,3162554368,117882880,108998656,781131776,4928,2700,0,0,0,0,1141,2069,0.420,0.570,1.230,2,0,0,0,0,26,187,0,3,0
13-01 23:22:39,8.629,1.523,85.279,4.061,0.508,3162480640,117948416,108998656,781139968,6137,2526,0,307200,0,18,1199,2175,0.420,0.570,1.230,1,0,0,0,0,26,187,0,3,0
13-01 23:22:40,9.091,2.525,86.869,1.515,0,3162402816,118013952,108998656,781152256,4272,2376,0,57344,0,6,1173,2079,0.420,0.570,1.230,2,0,0,0,0,26,187,0,3,0
13-01 23:22:41,7.143,2.551,89.286,0,1.020,3162525696,117882880,108998656,781160448,3862,2430,0,0,0,0,1148,2075,0.390,0.560,1.220,2,0,0,0,0,26,187,0,3,0
13-01 23:22:42,8,2,88.500,1.500,0,3162705920,117694464,108998656,781168640,5678,2700,0,8192,0,2,1154,2081,0.390,0.560,1.220,1,1,2,0,0,26,187,0,3,0
13-01 23:22:43,6.701,2.577,80.412,10.309,0,3162828800,117563392,108998656,781176832,4884,2700,0,454656,0,43,1274,2079,0.390,0.560,1.220,2,0,0,0,0,26,187,0,3,0
13-01 23:22:44,8.500,3,88,0,0.500,3162783744,117596160,108998656,781189120,4841,2430,0,0,0,0,1151,2001,0.390,0.560,1.220,2,0,0,0,0,26,187,0,3,0
13-01 23:22:45,12.821,2.564,84.615,0,0,3162841088,117530624,108998656,781197312,6367,3363,0,0,0,0,1228,2239,0.390,0.560,1.220,2,0,0,0,0,26,187,0,4,0
13-01 23:22:46,11.168,2.538,83.249,3.046,0,3162718208,117628928,109002752,781217792,6985,3834,0,135168,0,12,1346,2408,0.360,0.550,1.210,3,0,0,0,0,26,187,0,4,0
13-01 23:22:47,8.718,2.051,88.718,0.513,0,3162574848,117760000,109002752,781230080,3715,2484,0,36864,0,3,1178,2175,0.360,0.550,1.210,2,0,0,0,0,26,187,0,4,0
13-01 23:22:48,10.050,1.508,87.940,0,0.503,3162697728,117628928,109002752,781238272,5482,2430,0,73728,0,1,1169,2128,0.360,0.550,1.210,2,0,0,0,0,26,187,0,4,0
13-01 23:22:49,9.453,2.985,81.592,3.980,1.990,3162587136,117727232,109002752,781250560,4866,2700,0,507904,0,21,1256,2213,0.360,0.550,1.210,2,0,0,0,0,26,187,0,4,0
13-01 23:22:50,9.453,3.483,85.075,0.498,1.493,3162677248,117628928,109002752,781258752,4866,2430,0,4096,0,1,1211,2190,0.360,0.550,1.210,1,1,0,0,0,26,187,0,4,0
13-01 23:22:51,10.837,2.463,85.222,0.493,0.985,3162566656,117727232,109002752,781271040,5741,2496,0,61440,0,5,1245,2175,0.330,0.540,1.210,2,0,0,0,0,26,187,0,4,0
13-01 23:22:52,7.143,2.551,89.796,0,0.510,3162816512,117469184,109002752,781279232,4927,2430,0,0,0,0,1193,2144,0.330,0.540,1.210,2,0,2,0,0,26,187,0,4,0
13-01 23:22:53,10.714,2.041,86.735,0,0.510,3162701824,117567488,109002752,781295616,5680,2160,0,20480,0,2,1188,2114,0.330,0.540,1.210,1,0,0,0,0,26,187,0,4,0
13-01 23:22:54,6.633,2.551,89.796,0,1.020,3162755072,117501952,109002752,781307904,4429,2700,0,0,0,0,1128,1936,0.330,0.540,1.210,2,0,0,0,0,26,187,0,4,0
13-01 23:22:55,8.911,2.475,85.149,0,3.465,3162714112,117534720,109002752,781316096,3810,2430,0,0,0,0,1117,2027,0.330,0.540,1.210,1,0,0,0,0,26,187,0,4,0
13-01 23:22:56,8.629,1.523,87.817,1.523,0.508,3162636288,117600256,109002752,781328384,6429,2526,0,69632,0,5,1210,2173,0.300,0.530,1.200,2,0,0,0,0,26,187,0,4,0
13-01 23:22:57,6.599,2.538,89.848,0.508,0.508,3162664960,117567488,109002752,781332480,23969,2646,0,36864,0,3,1291,2278,0.300,0.530,1.200,2,0,0,0,0,26,187,0,4,0
13-01 23:22:58,11.282,1.538,68.718,18.462,0,3162775552,117305344,109002752,781484032,17948,2700,0,434176,0,54,1441,2394,0.300,0.530,1.200,2,1,0,0,0,26,187,0,4,0
13-01 23:22:59,7.614,1.015,67.513,22.843,1.015,3162542080,117534720,109002752,781488128,4517,2214,0,593920,0,126,1389,2127,0.300,0.530,1.200,3,0,0,0,0,26,187,0,4,0
13-01 23:23:00,9.184,2.041,81.122,7.143,0.510,3162705920,117342208,109015040,781504512,7784,2646,0,278528,0,15,1270,2210,0.300,0.530,1.200,4,0,0,0,0,26,187,0,4,0
13-01 23:23:01,6.091,3.046,90.355,0,0.508,3162603520,117440512,109015040,781508608,5496,2430,0,0,0,0,1223,2178,0.280,0.520,1.190,1,0,0,0,0,26,187,0,4,0
13-01 23:23:02,7.071,3.030,85.859,3.535,0.505,3162931200,117088256,109019136,781529088,5311,2430,0,192512,0,15,1222,2231,0.280,0.520,1.190,3,0,2,0,0,26,187,0,5,0
13-01 23:23:03,7.576,2.020,88.889,1.515,0,3162820608,117186560,109023232,781537280,5699,2430,0,53248,0,6,1196,2230,0.280,0.520,1.190,2,0,0,0,0,26,187,0,4,0
13-01 23:23:04,7.653,2.551,86.224,3.571,0,3162935296,117055488,109027328,781549568,3961,2430,0,86016,0,9,1132,2166,0.280,0.520,1.190,1,0,0,0,0,26,187,0,4,0
13-01 23:23:05,7.035,3.015,89.447,0,0.503,3162693632,117153792,109027328,781692928,4864,2430,0,0,0,0,1138,2142,0.280,0.520,1.190,2,0,0,0,0,26,187,0,4,0
13-01 23:23:06,6.599,2.030,85.787,3.553,2.030,3162755072,117088256,109027328,781697024,4386,2484,0,184320,0,15,1194,2169,0.250,0.520,1.190,1,0,0,0,0,26,187,0,4,0
13-01 23:23:07,9.137,2.030,85.787,1.015,2.030,3162664960,117153792,109035520,781713408,8075,2418,0,69632,0,6,1253,2188,0.250,0.520,1.190,1,0,0,0,0,26,187,0,4,0
13-01 23:23:08,8.081,1.515,90.404,0,0,3162689536,117121024,109035520,781721600,7396,2700,0,0,0,0,1201,2153,0.250,0.520,1.190,1,0,0,0,0,26,187,0,4,0
13-01 23:23:09,6.154,2.051,84.103,7.692,0,3162468352,117186560,109035520,781877248,5775,2430,8192,352256,1,32,1248,2231,0.250,0.520,1.190,2,0,0,0,0,26,187,0,4,0
13-01 23:23:10,7.653,1.531,88.776,2.041,0,3162652672,116994048,109039616,781881344,5667,2700,0,53248,0,6,1188,2157,0.250,0.520,1.190,1,0,0,0,0,26,187,0,4,0
13-01 23:23:11,7.143,3.061,89.286,0,0.510,3162636288,116994048,109039616,781897728,5933,2700,0,0,0,0,1226,2142,0.230,0.510,1.180,2,0,0,0,0,26,187,0,4,0
13-01 23:23:12,9.794,1.031,89.175,0,0,3162820608,116801536,109039616,781905920,6305,3175,0,0,0,0,1252,2253,0.230,0.510,1.180,1,0,2,0,0,26,187,0,4,0
13-01 23:23:13,6.122,3.061,90.816,0,0,3162742784,116867072,109039616,781918208,7156,2700,0,0,0,0,1081,2027,0.230,0.510,1.180,1,0,0,0,0,26,187,0,4,0
13-01 23:23:14,8.040,2.010,88.442,1.005,0.503,3162734592,116867072,109039616,781926400,4926,2700,0,299008,0,10,1118,2035,0.230,0.510,1.180,1,1,0,0,0,26,187,0,4,0
13-01 23:23:15,9.645,2.538,80.711,7.107,0,3162689536,116899840,109039616,781938688,4967,2430,0,233472,0,41,1224,2059,0.230,0.510,1.180,2,0,0,0,0,26,187,0,4,0
13-01 23:23:16,8.586,2.020,89.394,0,0,3162619904,116965376,109039616,781942784,4475,2160,0,0,0,0,1066,1968,0.210,0.500,1.170,1,0,0,0,0,26,187,0,4,0
13-01 23:23:17,7.653,1.531,90.816,0,0,3162705920,116867072,109039616,781955072,4856,2472,0,0,0,0,1075,2100,0.210,0.500,1.170,3,0,0,0,0,26,187,0,4,0
13-01 23:23:18,8.040,3.015,87.437,1.005,0.503,3162566656,116998144,109039616,781963264,4953,2700,0,40960,0,3,1154,2076,0.210,0.500,1.170,2,0,0,0,0,26,187,0,4,0
13-01 23:23:19,7.692,2.564,86.154,3.590,0,3162685440,116867072,109039616,781975552,6317,2700,0,184320,0,15,1218,2249,0.210,0.500,1.170,2,0,0,0,0,26,187,0,4,0
13-01 23:23:20,7.576,1.010,86.364,4.040,1.010,3162583040,116965376,109039616,781979648,5199,2430,0,167936,0,8,1132,2118,0.210,0.500,1.170,1,0,0,0,0,26,187,0,4,0
13-01 23:23:21,8.081,2.020,89.394,0,0.505,3162660864,116604928,109039616,782254080,4191,2430,0,0,0,0,1113,2061,0.200,0.490,1.170,3,0,0,0,0,26,187,0,4,0
13-01 23:23:22,9.045,3.015,86.935,0,1.005,3162681344,116576256,109039616,782262272,5708,2466,0,0,0,0,1169,2123,0.200,0.490,1.170,5,0,2,0,0,26,187,0,4,0
13-01 23:23:23,12.183,2.538,84.264,0,1.015,3162791936,116445184,109039616,782282752,6801,2484,0,0,0,0,1241,2200,0.200,0.490,1.170,1,0,0,0,0,26,187,0,5,0
13-01 23:23:24,6.736,2.591,90.155,0,0.518,3162689536,116543488,109039616,782286848,7783,2592,0,0,0,0,1173,2004,0.200,0.490,1.170,1,0,0,0,0,26,187,0,4,0
13-01 23:23:25,9.045,3.015,86.432,1.005,0.503,3162738688,116477952,109039616,782303232,5590,2538,0,61440,0,3,1246,2198,0.200,0.490,1.170,2,0,0,0,0,26,187,0,4,0
13-01 23:23:26,8.543,2.010,88.442,0.503,0.503,3162664960,116543488,109043712,782307328,4485,2430,0,36864,0,3,1181,2155,0.180,0.480,1.160,1,0,0,0,0,26,187,0,4,0
13-01 23:23:27,8.163,2.041,85.204,0,4.592,3162714112,116477952,109043712,782323712,5812,2430,0,0,0,0,1108,1983,0.180,0.480,1.160,1,0,0,0,0,26,187,0,4,0
13-01 23:23:28,7.614,1.523,88.832,0.508,1.523,3162640384,116543488,109047808,782327808,6066,2430,0,36864,0,3,1150,2040,0.180,0.480,1.160,2,0,0,0,0,26,187,0,4,0
13-01 23:23:29,8.780,2.439,80.976,3.415,4.390,3162628096,116543488,109047808,782340096,4817,2430,0,294912,0,18,1140,2065,0.180,0.480,1.160,1,0,0,0,0,26,187,0,4,0
13-01 23:23:30,9.045,2.513,64.322,23.618,0.503,3162644480,116379648,109051904,782483456,6778,2430,0,507904,0,69,1375,2239,0.180,0.480,1.160,2,1,0,0,0,26,187,0,4,0
13-01 23:23:31,8.543,2.513,65.829,23.116,0,3162497024,116514816,109051904,782495744,4722,2430,0,507904,0,105,1421,2218,0.170,0.470,1.150,3,0,0,0,0,26,187,0,4,0
13-01 23:23:32,7.035,3.518,84.422,5.025,0,3162746880,116256768,109051904,782503936,5528,2790,12288,204800,1,15,1208,2300,0.170,0.470,1.150,1,0,2,0,0,26,187,0,4,0
13-01 23:23:33,7.653,1.531,87.245,1.531,2.041,3162624000,116355072,109051904,782528512,4372,2160,0,57344,0,6,1174,2137,0.170,0.470,1.150,2,0,0,0,0,26,187,0,4,0
13-01 23:23:34,9.091,2.525,86.364,1.010,1.010,3162714112,116256768,109056000,782532608,5554,2430,0,36864,0,3,1228,2144,0.170,0.470,1.150,1,0,0,0,0,26,187,0,4,0
13-01 23:23:35,9.091,2.525,87.374,0,1.010,3162599424,116355072,109056000,782548992,5066,2430,0,0,0,0,1229,2124,0.170,0.470,1.150,2,0,0,0,0,26,187,0,4,0
13-01 23:23:36,3.684,2.105,90.526,3.684,0,3162738688,116191232,109064192,782565376,5362,2700,12288,192512,3,15,1145,2147,0.310,0.500,1.160,1,0,0,0,0,26,187,0,4,0
13-01 23:23:37,10.500,2,82,4,1.500,3162587136,116322304,109068288,782581760,6789,2430,0,81920,0,9,1287,2281,0.310,0.500,1.160,1,0,0,0,0,26,187,0,4,0
13-01 23:23:38,9.756,1.951,85.854,0.976,1.463,3162714112,116191232,109068288,782585856,4815,2430,0,36864,0,3,1140,2025,0.310,0.500,1.160,1,0,0,0,0,26,187,0,4,0
13-01 23:23:39,6.030,2.513,83.920,6.533,1.005,3162591232,116289536,109080576,782598144,5272,2472,0,311296,0,18,1202,2303,0.310,0.500,1.160,5,0,0,0,0,26,187,0,4,0
13-01 23:23:40,7.071,2.020,88.889,1.515,0.505,3162648576,116224000,109084672,782602240,4582,2160,0,61440,0,6,1116,2150,0.310,0.500,1.160,1,0,0,0,0,26,187,0,4,0
13-01 23:23:41,5.612,3.061,90.306,0,1.020,3162599424,116256768,109084672,782618624,5008,2700,0,65536,0,14,1100,2029,0.290,0.490,1.150,2,0,0,0,0,26,187,0,4,0
13-01 23:23:42,8.543,1.508,89.447,0,0.503,3162619904,116228096,109084672,782626816,4427,2430,0,0,0,0,1115,2172,0.290,0.490,1.150,2,0,2,0,0,26,187,0,4,0
13-01 23:23:43,7.292,1.562,91.146,0,0,3162578944,116129792,109084672,782766080,5284,2790,0,0,0,0,1155,2114,0.290,0.490,1.150,1,0,0,0,0,26,187,0,4,0
13-01 23:23:44,8.673,2.041,89.286,0,0,3162628096,116068352,109084672,782778368,4800,2430,0,0,0,0,1128,1982,0.290,0.490,1.150,1,0,0,0,0,26,187,0,4,0
13-01 23:23:45,8.122,1.523,89.340,0.508,0.508,3162714112,115970048,109088768,782786560,6792,2700,0,32768,0,2,1148,2158,0.290,0.490,1.150,1,0,0,0,0,26,187,0,4,0
13-01 23:23:46,8.543,1.508,81.407,8.543,0,3162607616,116068352,109088768,782794752,4522,2700,0,528384,0,52,1174,2104,0.260,0.480,1.150,1,0,0,0,0,26,187,0,3,0
13-01 23:23:47,6.736,2.591,90.155,0,0.518,3162628096,116035584,109088768,782807040,5016,2430,0,0,0,0,1160,2156,0.260,0.480,1.150,2,0,0,0,0,26,187,0,3,0
13-01 23:23:48,7.732,1.546,82.474,6.701,1.546,3162488832,116166656,109088768,782815232,6041,2742,0,53248,0,3,1215,2208,0.260,0.480,1.150,2,0,0,0,0,26,187,0,3,0
13-01 23:23:49,19.095,3.518,71.357,6.030,0,3162562560,116068352,109096960,782831616,9738,5963,0,282624,0,21,1449,2868,0.260,0.480,1.150,2,0,0,0,0,26,188,0,4,0
13-01 23:23:50,8.911,2.970,82.673,1.485,3.960,3162468352,116232192,109096960,782761984,14513,5744,0,77824,0,6,1252,2253,0.260,0.480,1.150,1,0,0,0,0,26,188,0,4,0
13-01 23:23:51,10,2.500,82.500,3.500,1.500,3162705920,115843072,109101056,782909440,12062,5898,0,389120,0,18,1369,2523,0.240,0.470,1.140,2,0,0,0,0,26,188,0,4,0
13-01 23:23:52,8.416,2.970,84.158,2.475,1.980,3162853376,115687424,109105152,782913536,10071,4351,0,159744,0,7,1342,2429,0.240,0.470,1.140,4,0,2,0,0,26,188,0,4,0
13-01 23:23:53,14.500,2.500,80.500,0,2.500,3162824704,115687424,109105152,782942208,8770,4536,0,0,0,0,1296,2334,0.240,0.470,1.140,2,0,0,0,0,26,189,0,5,0
13-01 23:23:54,10.553,2.513,83.417,0,3.518,3162742784,115752960,109105152,782958592,15751,6730,0,0,0,0,1284,2310,0.240,0.470,1.140,2,0,0,0,0,26,189,0,5,0
13-01 23:23:55,10.101,2.525,85.354,0,2.020,3162726400,115752960,109105152,782974976,17028,7522,45056,0,1,0,1329,2402,0.240,0.470,1.140,1,0,0,0,0,26,189,0,4,0
13-01 23:23:56,8.673,2.551,83.673,1.020,4.082,3162730496,115687424,109105152,783036416,10770,5142,0,49152,0,3,1253,2179,0.220,0.460,1.130,6,0,0,0,0,26,189,0,4,0
13-01 23:23:57,7.692,3.077,85.128,0,4.103,3162624000,115785728,109105152,783044608,11190,3837,0,28672,0,3,1255,2082,0.220,0.460,1.130,3,0,0,0,0,26,189,0,4,1
13-01 23:23:58,16.505,3.883,64.563,4.854,10.194,3162816512,115433472,109105152,783204352,9642,4584,0,184320,0,12,1268,2182,0.220,0.460,1.130,5,0,0,0,0,26,189,0,4,1
13-01 23:23:59,10.050,4.020,78.894,1.508,5.528,3162832896,115400704,109105152,783220736,18700,5635,0,40960,0,4,1327,2322,0.220,0.460,1.130,1,1,0,0,0,26,189,0,4,0
13-01 23:24:00,10.101,3.030,64.646,18.182,4.040,3162886144,115335168,109105152,783233024,11509,4550,0,167936,0,12,1309,2329,0.220,0.460,1.130,1,0,0,0,0,26,189,0,4,0
13-01 23:24:01,9.360,2.956,78.325,4.433,4.926,3163152384,114991104,109117440,783298560,49350,6152,12288,0,3,0,1340,2360,0.200,0.460,1.130,2,0,1,0,0,26,188,0,4,0
13-01 23:24:02,9.453,2.488,39.801,44.279,3.980,3163406336,114733056,109117440,783302656,4539,2430,0,958464,0,91,1321,2317,0.200,0.460,1.130,3,1,2,0,0,26,188,0,5,0
13-01 23:24:03,9.852,2.463,49.261,37.438,0.985,3163394048,114733056,109117440,783314944,5229,2484,0,774144,0,135,1325,2231,0.200,0.460,1.130,2,0,0,0,0,26,187,0,4,1
13-01 23:24:04,8.543,2.010,85.427,2.010,2.010,3163320320,114798592,109117440,783323136,4427,2430,0,77824,0,9,1260,2212,0.200,0.460,1.130,3,0,0,0,0,26,187,0,4,1
13-01 23:24:05,8.040,2.010,87.940,0,2.010,3163406336,114700288,109117440,783335424,4391,2430,0,0,0,0,1187,2114,0.200,0.460,1.130,1,0,0,0,0,26,187,0,4,1
13-01 23:24:06,8.205,1.026,79.487,9.231,2.051,3163267072,114831360,109117440,783343616,11957,3127,0,200704,0,15,1197,2164,0.190,0.450,1.120,1,0,0,0,0,26,188,0,4,1
13-01 23:24:07,19.900,2.488,69.652,5.970,1.990,3163308032,114765824,109117440,783368192,15216,3712,0,36864,0,3,1460,2634,0.190,0.450,1.120,2,0,0,0,0,26,189,0,5,1
13-01 23:24:08,52,3.500,39.500,2,3,3163193344,114864128,109117440,783384576,4318,2430,0,110592,0,9,1661,2824,0.190,0.450,1.120,5,0,0,0,0,26,187,0,6,1
13-01 23:24:09,60.804,13.568,20.603,1.005,4.020,3163521024,114352128,109117440,783568896,4744,2700,0,98304,0,9,1773,3404,0.190,0.450,1.120,2,0,17,0,0,26,187,0,6,1
13-01 23:24:10,56.784,12.563,24.623,0,6.030,3163774976,114069504,109117440,783597568,4314,2430,8192,12288,2,3,1704,3156,0.190,0.450,1.120,3,1,17,0,0,26,187,0,8,1
13-01 23:24:11,55.276,7.538,29.146,4.020,4.020,3165310976,112472064,109121536,783654912,7848,2700,20480,344064,2,29,1833,3255,0.330,0.470,1.130,3,1,8,0,0,26,187,0,8,1
13-01 23:24:12,49.746,15.736,27.411,4.569,2.538,3166601216,110948352,109121536,783888384,5472,3127,0,65536,0,7,1895,3922,0.330,0.470,1.130,3,0,20,0,0,26,188,0,8,1
13-01 23:24:13,17.708,8.854,67.708,5.208,0.521,3164209152,113291264,109121536,783953920,21080,6656,0,102400,0,6,1572,2790,0.330,0.470,1.130,2,0,8,0,0,26,188,0,8,1
13-01 23:24:14,10.606,2.020,86.869,0,0.505,3164327936,113160192,109121536,783966208,15706,6196,0,0,0,0,1310,2308,0.330,0.470,1.130,3,0,0,0,0,26,188,0,8,2
13-01 23:24:15,9.852,4.926,45.813,37.438,1.970,3164078080,113356800,109121536,784019456,19565,5277,0,2834432,0,61,1437,2500,0.330,0.470,1.130,1,0,0,0,0,26,187,0,8,1
13-01 23:24:16,6.122,2.041,89.286,2.041,0.510,3164164096,113258496,109121536,784031744,5119,2646,0,53248,0,6,1247,2159,0.390,0.480,1.120,3,0,0,0,0,26,187,0,8,1
13-01 23:24:17,8.290,1.554,81.347,6.218,2.591,3164241920,113160192,109121536,784052224,13185,4355,0,57344,0,6,1257,2118,0.390,0.480,1.120,3,0,0,0,0,26,187,0,8,1
13-01 23:24:18,6.122,2.551,87.755,3.571,0,3164299264,113094656,109121536,784060416,5198,2430,0,102400,0,15,1273,2120,0.390,0.480,1.120,2,2,0,0,0,26,187,0,8,1
13-01 23:24:19,8.040,2.513,83.417,5.025,1.005,3164188672,113192960,109121536,784072704,7454,3728,0,344064,0,20,1338,2219,0.390,0.480,1.120,2,0,0,0,0,26,188,0,8,1
13-01 23:24:20,9.045,3.015,79.397,6.030,2.513,3164241920,113127424,109129728,784076800,5255,2430,0,196608,0,15,1313,2205,0.390,0.480,1.120,2,0,0,0,0,26,188,0,8,1
13-01 23:24:21,7.035,3.518,86.432,1.508,1.508,3164160000,113192960,109129728,784093184,5869,2700,0,53248,0,6,1239,2177,0.360,0.480,1.120,1,0,0,0,0,26,188,0,8,1
13-01 23:24:22,7.692,1.538,90.769,0,0,3164344320,113000448,109129728,784101376,6563,2430,0,0,0,0,1197,2146,0.360,0.480,1.120,1,0,2,0,0,26,188,0,8,1
13-01 23:24:23,31.658,6.030,53.769,7.538,1.005,3163885568,113098752,109240320,784351232,15061,3057,167936,212992,28,21,1815,3195,0.360,0.480,1.120,2,0,0,0,0,26,189,0,10,1
13-01 23:24:24,29.897,3.608,47.938,18.557,0,3164266496,112484352,109240320,784584704,5377,2754,221184,790528,6,76,1640,2650,0.360,0.480,1.120,3,0,1,0,0,26,189,0,13,1
13-01 23:24:25,9,3,88,0,0,3163983872,112750592,109240320,784601088,4533,2430,0,0,0,0,1207,2133,0.360,0.480,1.120,1,0,0,0,0,26,189,0,13,1
13-01 23:24:26,11.443,1.990,81.592,4.478,0.498,3164073984,112648192,109244416,784609280,4315,2528,0,581632,0,23,1287,2313,0.330,0.470,1.110,1,0,1,0,0,26,189,0,13,1
13-01 23:24:27,7.732,1.546,88.144,0,2.577,3163738112,112971776,109244416,784621568,8872,2430,0,0,0,0,1250,2123,0.330,0.470,1.110,1,0,0,0,0,26,189,0,13,1
